ID,FIELD MNEMONIC,FIELD DESCRIPTION,FIELD DEFINITION,UNITS,FREQUENCY,PILLAR,THEME,HISTORY,Created,YEAR,Dashboard
SA679,EU_TAX_ALIGNED_WASTE_CAPEX_PCT,EU Taxonomy Aligned Waste Capex Percent,"Percentage of capital expenditures (CAPEX) made by the company that passes the relevant European Union (EU) taxonomy technical screening criteria for waste and is therefore EU taxonomy aligned. The criteria are sector specific and outlined in the technical annex report on the EU taxonomy, as appointed by the European commission. This figure is defined by the company and not calculated by Bloomberg.",Percentage,Annual,Environmental,Waste Management,From 2015,45558,current,N.A.
SA681,EU_TAX_ALIGNED_POLLUT_CAPEX_PCT,EU Taxonomy Aligned Pollution Capex Percent,"Percentage of capital expenditures (CAPEX) made by the company that passes the relevant European Union (EU) taxonomy technical screening criteria for pollution prevention and is therefore EU taxonomy aligned. The criteria are sector specific and outlined in the technical annex report on the EU taxonomy, as appointed by the European commission. This figure is defined by the company and not calculated by Bloomberg.",Percentage,Annual,Environmental,Natural Capital & Biodiversity,From 2015,45558,current,N.A.
SA683,EU_TAX_ALIGNED_BIODIV_CAPEX_PCT,EU Taxonomy Aligned Biodiversity Capex Percent,"Percentage of capital expenditures (CAPEX) made by the company that passes the relevant European Union (EU) taxonomy technical screening criteria for biodiversity and is therefore EU taxonomy aligned. The criteria are sector specific and outlined in the technical annex report on the EU taxonomy, as appointed by the European commission. This figure is defined by the company and not calculated by Bloomberg.",Percentage,Annual,Environmental,Natural Capital & Biodiversity,From 2015,45558,current,N.A.
SA697,SUPERMAJORITY_BYLAW_PROVSION,Supermajority Bylaw Provision,Indicates whether the company requires a supermajority of shareholder support in order to amend the company's bylaws or articles of incorporation. A supermajority will include thresholds larger than an absolute majority. This field is available only in the US.,Y/N,Annual,Governance,Shareholder Rights,From 2015,45373,current,N.A.
SA698,SUSP_HIRING_COVID_19,Suspended Hiring During FY due to COVID-19,"Indicates whether the company implemented a formal suspension of hiring directly related to adjusted working conditions due to introduction of COVID-19 to the working environment; may also refer to hiring suspension as an indirect result of COVID-19 such as a change in business model or structure, decreased/reduced work, or unsafe working conditions. For corporations with a fiscal year end date before June 1, data is provided on behalf of the calendar year. Representative of at least 80% of the total workforce. Data is as reported as part of the Bloomberg Gender-Equality Index (BGEI) Survey. This field is part of the Environmental, Social, and Governance (ESG) group of fields.",Y/N,Annual,Social,Human Capital,From 2020,45313,current,N.A.
SA699,WMN_FURLGHS_PCT_COVID_19,Pct Women of Total Furloughs due to COVID-19,"Percentage of women of the total employee furloughs or forced extended leave directly related to adjusted working conditions due to the introduction of COVID-19 to the working environment; may also refer to furloughs or forced extended leave as an indirect result of COVID-19 such as a change in business model or structure, or decreased/reduced work, or unsafe working conditions. For corporations with a fiscal year end date before June 1, data is provided on behalf of the calendar year. Representative of at least 80% of the total workforce. Data is as reported as part of the Bloomberg Gender-Equality Index (BGEI) Survey. This field is part of the Environmental, Social, and Governance (ESG) group of fields.",Percentage,Annual,Social,Human Capital,From 2020,45313,current,N.A.
SA700,WMN_TERMNTNS_PCT_COVID_19,Pct Womn of Total Terminations due to COVID-19,"Percentage of women of the total employee terminations directly related to adjusted working conditions due to the introduction of COVID-19 to the working environment; may also refer to terminations as an indirect result of COVID-19 such as a change in business model or structure, or decreased/reduced work, or unsafe working conditions. For corporations with a fiscal year end date before June 1, data is provided on behalf of the calendar year. Representative of at least 80% of the total workforce. Data is as reported as part of the Bloomberg Gender-Equality Index (BGEI) Survey. This field is part of the Environmental, Social, and Governance (ESG) group of fields.",Percentage,Annual,Social,Human Capital,From 2020,45313,current,N.A.
SA701,WMN_MND_RDC_WRK_PCT_COVID_19,Pct Womn of Tot Mandtd Redcd Work Hrs to COVID-19,"Percentage of women of the total employees assigned reduced working hours directly related to adjusted working conditions due to the introduction of COVID-19 to the working environment; may also refer to reduced working hours as an indirect result of COVID-19 such as a change in business model or structure, or decreased/reduced work, or unsafe working conditions. For corporations with a fiscal year end date before June 1, data is provided on behalf of the calendar year. Representative of at least 80% of the total workforce. Data is as reported as part of the Bloomberg Gender-Equality Index (BGEI) Survey. This field is part of the Environmental, Social, and Governance (ESG) group of fields.",Percentage,Annual,Social,Human Capital,From 2020,45313,current,N.A.
SA702,WMN_VOL_RDC_WRK_PCT_COVID_19,Pct Womn of Tot Vlntry Redcd Work Hrs to COVID-19,"Percentage of women of the total employees who volunteered to take reduced working hours directly related to adjusted working conditions due to the introduction of COVID-19 to the working environment in an effort to preserve work for colleagues; may also refer to voluntary reduced working hours as an indirect result of COVID-19 including, but not limited to, change in business model or structure, or decreased/reduced work, or unsafe working conditions. For corporations with a fiscal year end date before June 1, data is provided on behalf of the calendar year.Representative of at least 80% of the total workforce. Data is as reported as part of the Bloomberg Gender-Equality Index (BGEI) Survey. This field is part of the Environmental, Social, and Governance (ESG) group of fields.",Percentage,Annual,Social,Human Capital,From 2020,45313,current,N.A.
SA706,ARTFCIL_INTLLGENCE_ETH_PLCY,Artificial Intelligence Ethics Policy,"Indicates whether the company has established ethical guidelines and/or compliance activity for designed and developed artificial intelligence (AI). ""Y"" indicates that the company is committed to AI that minimizes bias and promotes inclusive representation.",Y/N,Annual,Social,Business Practices,From 2015,45647,current,N.A.
SA707,PRD_DECLRBLE_SBSTNCS_REV_PCT,Products with Declrble Substances Revenue Pct,Percentage of revenue from products sold during the reporting year that contain declarable substances. A declarable substance is considered declarable according to the International Electrotechnical Commission's IEC 62474 - Material Declaration for Products of and for the Electrotechnical Industry.,Percentage,Annual,Environmental,Value Chain,From 2015,45647,current,N.A.
SA708,PRD_DECLRBLE_SBSTNCS_PCT,Products with Declarable Substances Pct,Percentage of products sold during the reporting year that contain declarable substances. A declarable substance is considered declarable according to the International Electrotechnical Commission's IEC 62474 - Material Declaration for Products of and for the Electrotechnical Industry.,Percentage,Annual,Environmental,Value Chain,From 2015,45647,current,N.A.
SA709,CUST_PASSNGER_INCIDENT_RATE,Customer Passenger Incident Rate,"Customer and/or passenger incident rate, calculated as number of injuries per million kilometers driven during the reporting period.",Injuries/Million Kilometres,Annual,Social,Community & Customers,From 2015,45647,current,N.A.
SA710,SUSTNBLE_FUEL_USED_PCT,Sustainable Fuel Used Pct,"Percentage of sustainable fuel used, during the reporting period. Sustainable fuel is defined as a subset of alternative fuel that meets all of the following criteria described by International Civil Aviation Organization(ICAO): 
1. Achieves net greenhouse gas (GHG) emissions reduction on a life cycle basis;
2. Avoids competition with food and water through utilization of marginal or unviable land; and
3. Contributes to local social and economic development, such as through expanded employment and revitalized infrastructure.",Percentage,Annual,Environmental,Energy,From 2015,45586,current,N.A.
SA711,NOISE_REDUCTION_POLICY,Noise Reduction Policy,Indicates that the company has a policy on reducing noise from operations.,Y/N,Annual,Social,Community & Customers,From 2015,45586,current,N.A.
SA712,SAFETY_RELATED_REWORK_COST,Safety Related Rework Cost,"Amount of safety related rework cost in millions of reporting currency, in the reporting period. Rework is defined as work that had to be done more than once, and costs can include cost of materials, labor, design, and equipment.",Million Reporting Currency,Annual,Social,Community & Customers,From 2015,45586,current,N.A.
SA713,DEFECT_RELATED_REWORK_COST,Defect Related Rework Cost,"Amount of defect related rework cost in millions of reporting currency, in the reporting period. Rework is defined as work that had to be done more than once, and costs can include cost of materials, labor, design, and equipment.",Million Reporting Currency,Annual,Social,Community & Customers,From 2015,45586,current,N.A.
SA714,NUM_OF_COM_PROJ_SUSTAIN_CERT,Num of Commssnd Projects With Sustain Certficatn,"Provides the number of projects commissioned during the reporting period that were certified to a third-party sustainability standard that addresses aspects of building or infrastructure design and construction. Sustainability certifications include but not are limited to, Leadership in Energy and Environmental Design (LEED), Comprehensive Assessment System for Building Environment Efficiency (CASBEE), Building Research Establishment Environmental Assessment Methodology (BREEAM), Green Globes, etc. and the local equivalents of such certificates. Commissioned projects must be completed and deemed ready for service during the reporting period.",Count,Annual,Environmental,Value Chain,From 2015,45586,current,N.A.
SA715,NUM_OF_ACT_PROJ_SUSTAIN_CERT,Num of Active Projects with Sustnabilty Certficatn,"Provides the number of active projects with sustainability certification in the reporting period. Sustainability certifications include but are not limited to, Leadership in Energy and Environmental Design (LEED), Comprehensive Assessment System for Building Environment Efficiency (CASBEE), Building Research Establishment Environmental Assessment Methodology (BREEAM), Green Globes, etc. and the local equivalents of such certificates. Active projects include those that are under development in design and construction stages at the close of the reporting.",Count,Annual,Environmental,Value Chain,From 2015,45586,current,N.A.
SA716,BACKLOG_HYDROCARBON_PROJ,Backlog for Hydrocarbon Projects,"Amount of backlog for hydrocarbon projects the company received, in millions of reporting currency during the reporting period.",Count,Annual,Environmental,Value Chain,From 2015,45586,current,N.A.
SA717,BACKLOG_RENEWBLE_ENERGY_PROJ,Backlog for Renewable Energy Projects,"Amount of backlog renewable energy projects the company received, in millions of reporting currency during the reporting period.",Count,Annual,Environmental,Value Chain,From 2015,45586,current,N.A.
SA718,BACKLOG_CANC_HYDROCARBN_PROJ,Backlog Cancllatns for Hydrcrbn Projects,"Amount of backlog cancellations for hydrocarbon projects the company received, in millions of reporting currency during the reporting period.",Count,Annual,Environmental,Value Chain,From 2015,45586,current,N.A.
SA719,ENV_ASSESSMNT_OF_PROJECTS,Environmental Assessment of Projects,"Indicates whether the company conducts environmental assessments of construction, infrastructure and engineering projects. Environmental assessments are the assessments of the environmental consequences of a plan, policy, program, or actual projects prior to the decision to move forward with the proposed action.",Y/N,Annual,Environmental,Value Chain,From 2015,45586,current,N.A.
SA720,NUMBER_OF_ACTIVE_PROJECTS,Number of Active Projects,"Number of active engineering and construction projects, in the reporting period. Active projects include projects that are under development at the close of the reporting period, such as projects in the design and construction stages.",Count,Annual,Environmental,Value Chain,From 2015,45586,current,N.A.
SA721,NUMBER_OF_COMMSSND_PROJECTS,Number of Commissioned Projects,"Number of commissioned engineering and construction projects, in the reporting period. Commissioned projects must be completed during the reporting period.",Count,Annual,Environmental,Value Chain,From 2015,45586,current,N.A.
SA722,NUM_EMERG_AIRWRTHINS_DIRCTVS,Number of Emergency Airworthiness Directives,"Number of emergency airworthiness directives the company received, in the reporting period. Airworthiness directives are notifications to aircraft producers that a known safety deficiency with a particular model of aircraft, engine, avionics, or other system exists and must be corrected. For data on all airworthiness directives received by the company see Number of Airworthiness Directives (SA105, NUMBER_AIRWORTHINESS_DIRECTIVES)",Count,Annual,Social,Community & Customers,From 2015,45586,current,N.A.
SA723,TOTAL_LANDFILL_GAS_GENERATED,Total Landfill Gas Generated,"Provides the total landfill gas generated or recovered during the reporting period, in thousands of cubic meters, in the reporting period.",Thousand Cubic Meters,Annual,Environmental,Energy,From 2019,45617,current,N.A.
SA724,LANDFILL_GAS_FLARED_PCT,Landfill Gas Flared Pct,Percentage of landfill gas flared by the company out of total landfill gas generated or recovered. This does not include gas venting.,Percentage,Annual,Environmental,Climate Change,From 2015,45586,current,N.A.
SA725,CSTMR_RECVNG_RECYCLNG_PCT,Customers Receiving Recycling Pct,Percentage of customers receiving recycling services in the reporting period.,Percentage,Annual,Environmental,Value Chain,From 2015,45586,current,N.A.
SA726,CSTMR_RECVNG_COMPSTNG_PCT,Customers Receiving Composting Pct,Percentage of customers receiving composting services in the reporting period.,Percentage,Annual,Environmental,Value Chain,From 2015,45586,current,N.A.
SA727,INCNRTD_MTRL_IS_HARZD_PCT,Material Incnrtd that is Hazardous Pct,"Percentage of hazardous waste material incinerated out of total waste incinerated. Incineration is defined as the controlled process in which combustible solid, liquid, or gaseous wastes are burned and changed into noncombustible gases.",Percentage,Annual,Environmental,Natural Capital,From 2015,45586,current,N.A.
SA728,3RD_PARTY_WASTE_MANAGED,Third Party Waste Material Managed,"Amount of third party waste material managed in thousands of metric tonnes, in the reporting period. This data is applicable for Waste management companies.",Thousand Metric Tonnes,Annual,Environmental,Natural Capital,From 2015,45586,current,N.A.
SA729,3RD_PARTY_WASTE_RECYCLED,Third Party Waste Material Recycled,"Amount of waste material recycled by a waste management company in thousands of metric tonnes, in the reporting period. This data is applicable for waste management companies.",Thousand Metric Tonnes,Annual,Environmental,Natural Capital,From 2015,45586,current,N.A.
SA730,3RD_PARTY_WASTE_COMPOSTED,Third Party Waste Material Composted,"Amount of waste material composted in thousands of metric tonnes, in the reporting period. This data is applicable for waste management companies.",Thousand Metric Tonnes,Annual,Environmental,Natural Capital,From 2015,45586,current,N.A.
SA731,3RD_PARTY_WASTE_INCINERATED,Third Party Waste Material Incinerated,"Amount of waste material incinerated in thousands of metric tonnes, in the reporting period. This data is applicable for waste management companies.",Thousand Metric Tonnes,Annual,Environmental,Natural Capital,From 2015,45586,current,N.A.
SA732,TOTAL_LEACHATE_COLLECTED,Total Leachate Collected,Total leachate collected in the reporting period in thousands of cubic meters. Leachate is liquid generated from rainfall and the natural decomposition of waste that is filtered through the landfill to a leachate collection system. This data is applicable for waste management companies.,Thousand Cubic Meters,Annual,Environmental,Natural Capital,From 2015,45586,current,N.A.
SA733,TOTAL_LEACHATE_TREATED,Total Leachate Treated,Total leachate treated in the reporting period in thousands of cubic meters. Leachate is liquid generated from rainfall and the natural decomposition of waste that is filtered through the landfill to a leachate collection system. This data is applicable for waste management companies.,Thousand Cubic Meters,Annual,Environmental,Natural Capital,From 2015,45586,current,N.A.
SA734,EU_TAX_ELIGIBLE_REV_PCT,EU Taxonomy Eligible Revenue Percent,"Percentage of revenue/turnover generated by the company that is eligible for technical screening under the European Union (EU) Taxonomy regulation.

The EU Taxonomy is a glossary that defines Paris agreement-aligned performance criteria over a set of economic activities.

This figure is defined by the company and not calculated by Bloomberg.",Percentage,Annual,Environmental,Climate Change,From 2019,45617,current,N.A.
SA735,EU_TAX_ELIGIBLE_REV_AMT,EU Taxonomy Eligible Revenue Amount,"Provides the amount of revenue/turnover generated by the company that is eligible for technical screening under the European Union (EU) Taxonomy regulation.

Value displayed is in millions of the company's reporting currency.

The EU Taxonomy is a glossary that defines Paris agreement-aligned performance criteria over a set of economic activities.

This figure is defined by the company and not calculated by Bloomberg.",Million Reporting Currency,Annual,Environmental,Climate Change,From 2019,45617,current,N.A.
SA736,EU_TAX_ELIGIBLE_CAPEX_PCT,EU Taxonomy Eligible Capex Percent,Percentage of CAPEX (capital expenditures) made by the company that is eligible for technical screening under the EU Taxonomy regulation. This figure is defined by the company and not calculated by Bloomberg.,Percentage,Annual,Environmental,Climate Change,From 2019,45617,current,N.A.
SA737,EU_TAX_ELIGIBLE_CAPEX_AMT,EU Taxonomy Eligible Capex Amount,Amount of CAPEX (capital expenditures) made by the company that is eligible for technical screening under the EU Taxonomy regulation. Value displayed is in millions of the company's reporting currency. This figure is defined by the company and not calculated by Bloomberg.,Million Reporting Currency,Annual,Environmental,Climate Change,From 2019,45617,current,N.A.
SA738,EU_TAX_ELIGIBLE_OPEX_PCT,EU Taxonomy Eligible Opex Percent,Percentage of OPEX (operating expenditures) made by the company that is eligible for technical screening under the EU Taxonomy regulation. This figure is defined by the company and not calculated by Bloomberg.,Percentage,Annual,Environmental,Climate Change,From 2019,45617,current,N.A.
SA739,EU_TAX_ELIGIBLE_OPEX_AMT,EU Taxonomy Eligible Opex Amount,Amount of OPEX (operating expenditures) made by the company that is eligible for technical screening under the EU Taxonomy regulation. Value displayed is in millions of the company's reporting currency. This figure is defined by the company and not calculated by Bloomberg.,Million Reporting Currency,Annual,Environmental,Climate Change,From 2019,45617,current,N.A.
SA740,CUST_STSFCTN_SURVY_CONDCTD,Customer Satisfaction Survey Conducted,Indicates that the company conducts a customer satisfaction survey in the reporting period.,Y/N,Annual,Social,Community & Customers,From 2015,45586,current,N.A.
SA741,POPULATION_EQUIVALENT,Population Equivalent,"Population Equivalent (PE) or Equivalent Habitant (EH) in French, is a unit of measurement in water and waste utility providers. Population equivalent or “PE” means a measure of wastewater production equivalent to one person served by the wastewater treatment facilities. Unit: Thousands.",Thousands,Annual,Environmental,Natural Capital,From 2015,45557,current,N.A.
SA742,ENERGY_CONS_WSTWTR_TRTMNT_PE,Enrgy Consump of Wstwtr Treatmnt Per Pop Equivlnt,"Annual energy consumption of the wastewater treatment plants per Population Equivalent (PE). Measured in kilowatt hours per PE per year. ""PE"" means a measure of wastewater production equivalent to one person served by the wastewater treatment facilities. This figure is defined by the company and not calculated by Bloomberg.",Thousands,Annual,Environmental,Energy,From 2015,45557,current,N.A.
SA743,AIR_QUALITY_MONITRING_POLICY,Air Quality Monitoring Policy,"Indicates whether the company currently has an air quality monitoring process in place. ""Y"" indicates that the company has an Air Quality Monitoring process that protects Information Technology Equipment and Cooling equipment.",Y/N,Annual,Environmental,Natural Capital,From 2015,45647,current,N.A.
SA744,SITE_MAINTNANCE_DOC_AVAILBLE,Site Maintenance Documentation Available,"Indicates whether the company keeps and provides detailed and accurate documentation and records, in order to ensure installed infrastructure and equipment is to be maintained as originally designed and operated at optimum levels of efficiency. These documents may include but are not limited to Operation and Maintenance manuals, As-Built records, commissioning records, schematics and single lines diagrams.",Y/N,Annual,Environmental,Value Chain,From 2015,45647,current,N.A.
SA745,PUBLISHED_US_EEO_1_DATA,Published United States EEO-1 Data,"Indicates whether a company publishes yearly Equal Employment Opportunity (EEO) Commission 1 Report. In the United States (US), the Equal Employment Opportunity Commission (EEOC) requires companies with over 100 employees to disclose the racial, ethnic, and gender composition of their U.S. employee base across nine groups and 10 job categories in annual EEO-1 reports. While the EEO1 Report is a mandated filing, companies publish this report voluntarily as they are not mandated to make it public. Data is as reported as part of the Bloomberg Gender-Equality Index (BGEI) Survey. This field is part of the Environmental, Social, and Governance (ESG) group of fields.",Y/N,Annual,Social,Human Capital,PRE-2020,45434,current,N.A.
SA746,PORT_EXPSD_FOSSL_FUEL_OP_PCT,Portfolio Exposed to Fossil Fuel Oprtns Percentage,"Percentage of portfolio exposed to operations relating to fossil fuels. Operations include extraction, storage, transport or manufacture of fossil fuels.",Percentage,Annual,Environmental,Value Chain,From 2015,45404,current,N.A.
SA749,CAFE_PASSENGER_VEHICLES_USA,CAFE Passenger Vehicles USA,"Provides the reported Corporate Average Fuel Economy (CAFE) value, or sales weighted average fuel economy, for passenger vehicles sold in the United States (US), measured in miles per gallon (mpg).",Miles per Gallon,Annual,Environmental,Climate Change,From 2015,45404,current,N.A.
SA750,CAFE_PASSENGER_VEHICLES_EU,CAFE Passenger Vehicles EU,"Provides the reported Corporate Average Fuel Economy (CAFE) value, or sales weighted average fuel economy, for passenger vehicles sold in the European Union (EU), measured in grams of CO2 emitted per kilometer (km) traveled.",Grams CO2 Emitted/km Traveled,Annual,Environmental,Climate Change,From 2015,45404,current,N.A.
SA751,CAFE_PASSENGER_VEHICLES_CN,CAFE Passenger Vehicles China,"Provides the reported Corporate Average Fuel Economy (CAFE) value, or sales weighted average fuel economy, for passenger vehicles sold in China, measured in liters of fuel consumed per km traveled.",Liters Fuel Consumed/km Traveled,Annual,Environmental,Climate Change,From 2015,45404,current,N.A.
SA752,CAFE_PASSENGER_VEHICLES_JP,CAFE Passenger Vehicles Japan,"Provides the reported Corporate Average Fuel Economy (CAFE) value, or sales weighted average fuel economy, for passenger vehicles sold in Japan, measured in number of kilometers (km) that can be travelled on average for one liter of fuel.",Average km Traveled/Liter Fuel,Annual,Environmental,Climate Change,From 2015,45404,current,N.A.
SA754,CAFE_LIGHT_DUTY_VEHICLES_USA,CAFE Light Duty Vehicles USA,"Provides the reported Corporate Average Fuel Economy (CAFE) value, or sales weighted average fuel economy, for light duty vehicles sold in the United State (US), measured in miles per gallon (mpg).",Miles per Gallon,Annual,Environmental,Climate Change,From 2015,45404,current,N.A.
SA755,CAFE_LIGHT_DUTY_VEHICLES_EU,CAFE Light Duty Vehicles EU,"Provides the reported Corporate Average Fuel Economy (CAFE) value, or sales weighted average fuel economy, for light duty vehicles sold in the European Union (EU), measured in grams of Carbon Dioxide (CO2) emitted per kilometer (km) traveled.",Grams CO2 Emitted/km Traveled,Annual,Environmental,Climate Change,From 2015,45404,current,N.A.
SA756,CAFE_LIGHT_DUTY_VEHICLES_CN,CAFE Light Duty Vehcls China,"Provides the reported Corporate Average Fuel Economy (CAFE) value, or sales weighted average fuel economy, for light duty vehicles sold in China, measured in liters of fuel consumed per kilometer (km) traveled.",Liters Fuel Consumed/km Traveled,Annual,Environmental,Climate Change,From 2015,45404,current,N.A.
SA759,FLEET_FUEL_ECON_MGMT_POLICY,Fleet Fuel Economy Management Policy,Indicates whether the company has a discussion of their strategy for managing fleet fuel economy. For automakers this refers to their fleet of vehicles for sale; for other companies this refers to their fleet of vehicles in use for business operations.,Y/N,Annual,Environmental,Climate Change,From 2015,45404,current,N.A.
SA760,SFTY_DFCT_CMPLN_COUNT,Safety Related Defect Complaints Count,"Number of complaints related to a safety related defect. A safety-related defect is a failure due to design and/or construction, which is likely to affect the safe operation of the product.",Count,Annual,Social,Community & Customers,From 2015,45404,current,N.A.
SA761,SFTY_DFCT_CMPLN_INVSTGTD_PCT,Safety Related Defect Complnts Investigated Pct,Percentage of the safety-related defects that have led to subsequent investigation.,Percentage,Annual,Social,Community & Customers,From 2015,45404,current,N.A.
SA762,PM_2_5_EMISSIONS,PM2.5 Emissions,"Provides the amount of fine inhalable particulate matter (PM2.5) emitted by the company in the reporting period, in thousands of metric tonnes. PM2.5 includes particles that have diameters less than or equal to 2.5 micrometers. For an accounting of all particulate matter emissions, please refer to Particulate Emissions (ES013, PARTICULATE_EMISSIONS). For an accounting of all inhalable particulate matter emissons, see PM10 Emissions (SA089, PM_10_EMISSIONS).",Thousand Metric Tonnes,Annual,Environmental,Natural Capital,From 2015,45619,current,N.A.
SA763,AMMONIA_EMISSIONS,Ammonia Emissions,"Total amount of ammonia (NH3) emitted by the company, in metric tonnes, in the reporting period.",Metric Tonnes,Annual,Environmental,Natural Capital,From 2015,45404,current,N.A.
SA764,SODA_ASH_EMISSIONS,Soda Ash Emissions,"Total amount of soda ash emitted by the company, in metric tonnes, in the reporting period.",Metric Tonnes,Annual,Environmental,Natural Capital,From 2015,45404,current,N.A.
SA765,TITANIUM_DIOXIDE_EMISSIONS,Titanium Dioxide Emissions,"Total amount of titanium dioxide (TiO2) emitted by the company, in metric tonnes, in the reporting period.",Metric Tonnes,Annual,Environmental,Natural Capital,From 2015,45404,current,N.A.
SA766,SYNTHETIC_SILICA_EMISSIONS,Synthetic Silica Emissions,"Total amount of synthetic silica emitted by the company, in metric tonnes, in the reporting period.",Metric Tonnes,Annual,Environmental,Natural Capital,From 2015,45404,current,N.A.
SA767,INRGNC_PHOSPHATE_EMISSIONS,Inorganic Phosphate Emissions,"Total amount of inorganic phosphate emitted by the company, in metric tonnes, in the reporting period.",Metric Tonnes,Annual,Environmental,Natural Capital,From 2015,45404,current,N.A.
SA768,CARBON_BLACK_EMISSIONS,Carbon Black Emissions,"Total amount of carbon black emitted by the company, in metric tonnes, in the reporting period. Carbon black is a material produced by the incomplete combustion of heavy petroleum products such as Fluid catalytic cracking tar, coal tar, ethylene cracking tar, or vegetable matter. Carbon black is produced in an industrial setting for a wide range of commercial applications.",Metric Tonnes,Annual,Environmental,Natural Capital,From 2015,45404,current,N.A.
SA769,FCLT_100_YR_FLOOD_ZONE_COUNT,Facilities In 100 Year Flood Zones Count,"Number of facilities located in 100-year flood zones. 100-year flood zones in the United States (US) are defined by Federal Emergency Management Agency (FEMA) as special flood hazard areas (SFHA), or generally as areas subject to a 1% or greater chance of flooding in any given year.",Count,Annual,Social,Human Capital,From 2015,45434,current,N.A.
SA770,TOT_GHG_FOOTPRINT_SHIPMENTS,Total GHG Footprint Of Product Shipments,"Complete tank-to-wheels greenhouse gas (GHG) footprint, in metric tons of Carbon Dioxide Equivalent (CO2-e), associated with outbound shipment of the entity’s products.",Metric Tonnes CO2e,Annual,Environmental,Climate Change,From 2015,45434,current,N.A.
SA771,SHIPMENTS_COUNT,Shipments Count,Number of shipments done by the company in the fiscal year.,Count,Annual,Social,Business Practices,From 2015,45434,current,N.A.
SA772,FLOOR_AREA_EM_PER_SQ_METER,Floor Area Emissions Per Square Meter,Tonnes of Greenhouse gases that are emitted per square meter of selling space or floor area in Carbon Dioxide (CO2) equivalent.,Metric Tonnes CO2e/Square Foot/Meter of Retail Space,Annual,Environmental,Climate Change,From 2015,45434,current,N.A.
SA773,BEHAVIORAL_ADVERTISING_POL,Behavioral Advertising Policy,"Indicates whether the company has a policy to address behavioral advertising. This policy may refer to the elements of Self Regulatory Principles for Online Behavioral Advertising such as education, transparency, consumer control, data security, material changes to existing online behavioral advertising policies and practices, sensitive data and accountability.",Y/N,Annual,Social,Business Practices,From 2015,45434,current,N.A.
SA774,USR_INFO_SCNDRY_PURPSE_COUNT,Users Information Used For Secondary Purpose Count,"Number of unique users whose information is used for secondary purposes outside of critical business functions necessary for the operation of the business. Examples include indirect profit by using data for targeted advertising as well as direct selling to 3rd parties such as advertising or marketing companies. Data includes personal data such as name, age, gender, email, city of residence, usage data such as web pages visited, apps installed, shopping habits, as well as sensitive data like credit card information, account statement, account holder info, transaction records, records of communications, and/or personally identifiable information (PII).",Count,Annual,Social,Community & Customers,From 2015,45434,current,N.A.
SA775,ELECTROMAGNETIC_WAVE_RSK_DIS,Electromagnetic Waves Risks Discussed,"Indicates that the company discloses a management approach to protect users from electromagnetic radiations that may be caused by electronic devices and/or network infrastructures. ""Y"" indicates the company has explicitly disclosed any such policy in its disclosure for the reporting period.",Y/N,Annual,Social,Community & Customers,From 2015,45434,current,N.A.
SA776,GOV_CONTENT_REMOVL_REQ_COUNT,Government Content Removal Requests Count,Government Requests for Content Removal includes requests received by the company from governments reporting violations of Terms of Service and/or violations of local law and/or abusive or harmful content.,Count,Annual,Social,Business Practices,From 2015,45434,current,N.A.
SA777,GOV_CONTNT_REMOVL_CMPLNC_PCT,Government Content Removal Requests Compliance Pct,Number of government requests for content removal complied with as a percentage of total such requests received.,Percentage,Annual,Social,Community & Customers,From 2015,45434,current,N.A.
SA778,CONTENT_ACTIONED_COUNT,Pieces Of Content Actioned Count,"Total number of content pieces removed including images, videos, posts etc.",Count,Annual,Social,Community & Customers,From 2015,45434,current,N.A.
SA779,PORT_EFFICIENT_EPC_RTG_PCT,Portfolio With Efficient EPC Rating Percentage,"Percentage of the company's real estate portfolio with an Energy Performance Certificate (EPC) rating A through C. The EPC rating is based on a scale from A-G where A is the most efficient energy rating, and G is the least efficient rating.",Percentage,Annual,Environmental,Value Chain,From 2015,45404,current,N.A.
SA780,FLR_AREA_EFFCINT_EPC_RTG_PCT,Floor Area With Efficient EPC Rating Percentage,"Percentage of the company's real estate floor area with an Energy Performance Certificate (EPC) rating A through C. The EPC rating is based on a scale from A-G where A is the most efficient energy rating, and G is the least efficient rating.",Percentage,Annual,Environmental,Value Chain,From 2015,45404,current,N.A.
SA782,ENRGY_PERF_MONTRNG_ASSESSMNT,Energy Performance Monitoring And Assessment,"Indicates whether the company engages in Energy performance monitoring and assessment, via Energy Performance Contracts or building automation and control systems. This is TRUE if the company does have an energy performance monitoring and assessment system in place.",Y/N,Annual,Environmental,Energy,From 2015,45404,current,N.A.
SA783,COMP_DISC_CEO_PAY_RATIO_FLG,Comp Discloses CEO or Equivalent Pay Ratio Flg,Indicates whether the company has disclosed a ratio of the CEO’s compensation or the equivalent’s to the median or average compensation of the company’s employees in public filings and/or publicly available company official sources.,Y/N,Annual,Governance,Compensation,From 2015,45434,current,N.A.
SA784,CEO_PAY_RATIO_MEDIAN,CEO or Equivalent Pay Ratio (Median Employee),"The as-reported ratio of CEO or the equivalent to median employee annual compensation. 
When the data is not disclosed directly by the company, the field is calculated based on Median Employee Compensation (SA786, CEO_PAY_RATIO_MED_EMPL_COMP) and CEO or Equivalent Total Compensation (SA788, CEO_PAY_RATIO_CEO_COMP).",Ratio,Annual,Governance,Compensation,From 2015,45434,current,N.A.
