ISIN,Name,Member Ticker,Mkt Cap,Industry
CNE000001287,GOSUN HOLDING -A,000971 CH Equity,"741,094,611,002",Software and Tech Services
CNE000000DM5,ADDSINO CO LTD-A,000547 CH Equity,"12,180,442,701,037",Software and Tech Services
CNE1000050Q1,BEIJING HAITIA-A,688787 CH Equity,"4,588,306,715,233",Software and Tech Services
CNE100002PV5,WINNER INFORMA-A,300609 CH Equity,"2,998,972,634,725",Software and Tech Services
KR7136540002,WINS CO LTD,136540 KS Equity,"1,347,184,085,178",Software and Tech Services
KR7131370009,RSUPPORT CO LTD,131370 KS Equity,"1,237,722,984,963",Software and Tech Services
CNE1000059S8,BEIJING DEEP G-A,688207 CH Equity,"4,059,942,093,957",Software and Tech Services
CNE100001VK8,LINEWELL SOFTW-A,603636 CH Equity,"6,035,434,762,305",Software and Tech Services
KR7035510007,SHINSEGAE INFORM,035510 KS Equity,"1,207,098,160,082",Software and Tech Services
KYG2932B1077,EDENSOFT HOLDING,1147 HK Equity,"166,308,956,757",Software and Tech Services
INE306L01010,QUICK HEAL TECHN,QUICKHEA IN Equity,"3,072,877,556,739",Software and Tech Services
SE0012313302,NORDIC LEVEL GRO,LEVEL SS Equity,"151,381,339,311",Software and Tech Services
ID1000159403,INDOINTERNET TBK,EDGE IJ Equity,459589053.9,Software and Tech Services
JP3172070009,AUCFAN CO LTD,3674 JP Equity,"271,570,000,934",Software and Tech Services
KYG6983A1085,PEIPORT HOLDINGS,2885 HK Equity,"196,141,776,408",Software and Tech Services
JP3852000003,HOTTO LINK INC,3680 JP Equity,"337,844,400,859",Software and Tech Services
TH0738010006,MFEC PUB CO LTD,MFEC TB Equity,"655,161,109,554",Software and Tech Services
US46520M2044,ISSUER DIRECT CO,ISDR US Equity,"283,085,831,699",Software and Tech Services
JP3350930008,SYSTEM INTEGRATO,3826 JP Equity,"238,932,474,082",Software and Tech Services
KR7263800005,DATASOLUTION INC,263800 KS Equity,"58,432,427,384",Software and Tech Services
JP3165830005,NTT DATA INTRAMA,3850 JP Equity,"572,931,726,908",Software and Tech Services
KR7263860009,GENIANS,263860 KS Equity,"58,903,521,061",Software and Tech Services
CA81728N1006,SENSTAR TECHNOLO,SNT US Equity,"40,929,111,796",Software and Tech Services
FR0010131409,WALLIX GROUP,ALLIX FP Equity,"618,851,218,829",Software and Tech Services
KR7184230001,SGA SOLUTIONS CO,184230 KS Equity,"255,919,491,921",Software and Tech Services
PK0084201018,NETSOL TECHNOLOG,NETSOL PA Equity,"423,611,655,926",Software and Tech Services
KR7192250009,KSIGN CO LTD,192250 KS Equity,"534,050,621,089",Software and Tech Services
KR7121060008,UNIPOINT CORP,121060 KS Equity,"31,383,861,025",Software and Tech Services
JP3201900002,ORO CO LTD,3983 JP Equity,"2,468,291,771,738",Software and Tech Services
NZSTGE0005S5,STRAKER LTD,STG AU Equity,"179,929,952,368",Software and Tech Services
JP3153800002,IC CO LTD,4769 JP Equity,"415,788,736,341",Software and Tech Services
CNE100003JT0,ROBOTECHNIK IN-A,300757 CH Equity,"17,120,948,911,927",Software and Tech Services
IL0010832371,CYREN LTD,CYRNQ US Equity,"747,157",Software and Tech Services
JP3301200006,SOLEKIA LTD,9867 JP Equity,"339,543,289,437",Software and Tech Services
GB00BN4M3M55,TIALIS ESSENTIAL,TIA LN Equity,"150,927,430,653",Software and Tech Services
JP3862920000,MAKUAKE INC,4479 JP Equity,"44,018,492,575",Software and Tech Services
ES0105093001,GIGAS HOSTING SA,GIGA SM Equity,"821,311,291,678",Software and Tech Services
JP3754650004,NIPPON RAD INC,4736 JP Equity,"253,108,246,941",Software and Tech Services
JP3749300004,JAPAN PROCES DEV,9651 JP Equity,"733,312,786,028",Software and Tech Services
KR7443670005,SPSOFT INC,443670 KS Equity,"2,060,100,868,591",Software and Tech Services
CNE100003Z80,FOREVER OPENSOUR,834415 CH Equity,"1,025,572,055,665",Software and Tech Services
IL0011762882,GLASSBOX LTD,GLBX IT Equity,"1,139,095,918,558",Software and Tech Services
JP3637220009,TRADE WORKS CO L,3997 JP Equity,"194,855,701,877",Software and Tech Services
JP3271100004,CRESCO LTD,4674 JP Equity,"3,381,498,085,365",Software and Tech Services
CNE1000053Q5,QINGCLOUD TECH-A,688316 CH Equity,"1,932,427,383,954",Software and Tech Services
KR7205100001,EXEM CO LTD,205100 KS Equity,"1,066,302,418,978",Software and Tech Services
JP3772000000,HAMEE CORP,3134 JP Equity,"1,099,215,466,517",Software and Tech Services
CNE100005451,ROPEOK TECHNOL-A,688619 CH Equity,"1,760,212,944,802",Software and Tech Services
JP3835260005,BASE INC,4477 JP Equity,"1,910,096,198,748",Software and Tech Services
CNE100006JW7,SHANDONG CVICS-A,688695 CH Equity,"3,864,546,558,326",Software and Tech Services
JP3799680008,UNIRITA INC,3800 JP Equity,"921,295,414,215",Software and Tech Services
KR7450520002,INSWAVE SYSTEMS,450520 KS Equity,"607,428,784,907",Software and Tech Services
KYG857001054,SUNEVISION HLDGS,1686 HK Equity,"6,853,815,261,044",Software and Tech Services
MYL03001O004,CLOUDARON GROUP,CLOUD MK Equity,"24,686,373,401",Software and Tech Services
ES0105509006,SOLUCIONES CUATR,480S SM Equity,"321,333,706,921",Software and Tech Services
CNE100003NV8,BEIJING BAOLAN-A,688058 CH Equity,"2,167,161,669,936",Software and Tech Services
KR7208350009,JIRANSECURITY CO,208350 KS Equity,"227,995,703,745",Software and Tech Services
JP3769650007,HATENA CO LTD,3930 JP Equity,"130,936,770,337",Software and Tech Services
GB00BZ0X8W18,BEEKS FINANCIAL,BKS LN Equity,"1,312,664,611,936",Software and Tech Services
JP3977060007,LINK-U GROUP INC,4446 JP Equity,"486,934,715,607",Software and Tech Services
TW0005403000,DIMERCO DATA SYS,5403 TT Equity,"2,637,685,626,226",Software and Tech Services
JP3386560001,JIG-SAW INC,3914 JP Equity,"1,593,378,163,818",Software and Tech Services
CNE100001RX9,TROY INFORMAT -A,300366 CH Equity,"5,754,048,753,152",Software and Tech Services
KR7140430000,CATIS INC,140430 KS Equity,"713,417,390,492",Software and Tech Services
CNE100001P43,BEIJING VRV SO-A,300352 CH Equity,"7,303,091,435,509",Software and Tech Services
CNE100002DG2,ZHONG FU TONG -A,300560 CH Equity,"3,217,922,854,208",Software and Tech Services
JP3639400005,DREAMARTS CORP,4811 JP Equity,"58,148,874,568",Software and Tech Services
US46222L1089,IONQ INC,IONQ US Equity,"13,291,211,357,056",Software and Tech Services
CNE100004231,QUANTUMCTEK CO-A,688027 CH Equity,"15,996,264,126,273",Software and Tech Services
CNE100003RY3,WUHAN XINGTU X-A,688081 CH Equity,"1,187,690,296,068",Software and Tech Services
KR7052460003,ICRAFT,052460 KS Equity,"301,062,856,075",Software and Tech Services
JP3119910002,ASGENT INC,4288 JP Equity,"121,114,224,339",Software and Tech Services
FI0009008270,SSH COMMUNICATIO,SSH1V FH Equity,"514,388,717,661",Software and Tech Services
JP3801490008,PBSYSTEMS INC,4447 JP Equity,"230,014,943,495",Software and Tech Services
GB0000060532,NETCALL PLC,NET LN Equity,"1,675,968,992,248",Software and Tech Services
MYQ0017OO002,XOX TECHNOLOGY B,XOXT MK Equity,"106,163,257,682",Software and Tech Services
KR7393210000,TOMATOSYSTEM CO,393210 KS Equity,"1,030,624,824,881",Software and Tech Services
US84756T1060,SPECTRA SYSTEMS,SPSY LN Equity,"1,285,364,714,673",Software and Tech Services
US30209R1068,EXODUS MOVEMEN-A,EXOD US Equity,"774,642,757,075",Software and Tech Services
SE0000141137,PRECIO FISHBONE,PRCOB SS Equity,"216,628,373,961",Software and Tech Services
JP3161290006,ECOMOTT INC,3987 JP Equity,"139,976,650,789",Software and Tech Services
CNE100001120,SDIC INTELLIG-A,300188 CH Equity,"12,645,745,773,793",Software and Tech Services
KR7356890004,CYBERONE CO LTD,356890 KS Equity,"283,310,918,091",Software and Tech Services
JP3152710004,INTERFACTORY INC,4057 JP Equity,"113,168,954,889",Software and Tech Services
KR7333050003,MOCOMSYS INC,333050 KS Equity,"229,667,507,238",Software and Tech Services
JP3394800001,JORUDAN CO LTD,3710 JP Equity,"189,098,720,463",Software and Tech Services
JP3778490007,VARIO SECURE INC,4494 JP Equity,"16,895,769,123",Software and Tech Services
KR7050960004,SOOSAN INT CO LT,050960 KS Equity,"479,697,394,228",Software and Tech Services
CNE100001RD1,BEIJING FOREVE-A,300365 CH Equity,"3,692,220,042,963",Software and Tech Services
KR7053350005,INITECH CO LTD,053350 KS Equity,"493,189,502,195",Software and Tech Services
JP3159930001,WITZ CORP,4440 JP Equity,"200,765,854,114",Software and Tech Services
JP3100110000,FUVA BRAIN LTD,3927 JP Equity,"398,625,198,468",Software and Tech Services
JP3351000009,SYSTEMSOFT CORP,7527 JP Equity,"34,028,579,434",Software and Tech Services
CNE100000BR7,SHENZHEN LEAGU-A,002243 CH Equity,"8,633,772,298,496",Software and Tech Services
JP3632650002,TOYOKUMO INC,4058 JP Equity,"111,226,300,551",Software and Tech Services
JP3501900009,DAIWA COMPUTER,3816 JP Equity,"262,217,241,057",Software and Tech Services
KR7010280006,SSANGYONG INFO &,010280 KS Equity,"307,909,778,649",Software and Tech Services
KYG3937M1069,GLOBAL MOFY META,GMM US Equity,"226,614,364,434",Software and Tech Services
CNE100004405,BONREE DATA TE-A,688229 CH Equity,"1,511,366,395,816",Software and Tech Services
TW0006561004,CHIEF TELECOM,6561 TT Equity,"8,043,532,268,609",Software and Tech Services
IT0005546103,CYBEROO SPA,CYB IM Equity,"1,388,129,261,231",Software and Tech Services
JP3546610001,TERILOGY HOLDING,5133 JP Equity,"387,956,477,071",Software and Tech Services
MYQ0111OO003,K-ONE TECHNOLOGY,KONE MK Equity,"453,028,859,625",Software and Tech Services
US2381163052,DATASEA INC,DTSS US Equity,"124,237,414,775",Software and Tech Services
IT0005573065,UNIDATA SPA,UD IM Equity,"1,121,705,426,357",Software and Tech Services
JP3168300006,ENCOURAGE TECHNO,3682 JP Equity,"259,629,214,533",Software and Tech Services
KR7099390007,BRAINZCOMPANY CO,099390 KS Equity,"375,377,790,231",Software and Tech Services
MT0000400102,RS2 SOFTWARE PLC,RS2 MV Equity,"1,857,298,963,295",Software and Tech Services
KR7057680001,T SCIENTIFIC CO,057680 KS Equity,"508,660,689,269",Software and Tech Services
JP3126570005,ARENT INC,5254 JP Equity,"1,883,057,812,646",Software and Tech Services
JP3157800008,UNERRY INC,5034 JP Equity,"613,779,770,244",Software and Tech Services
SE0009697220,ENEA AB,ENEA SS Equity,"140,644,438,218",Software and Tech Services
SE0005308558,CLAVISTER HOLDIN,CLAV SS Equity,"28,285,887,737",Software and Tech Services
GB0003287249,INTERCEDE GROUP,IGP LN Equity,"93,797,515,644",Software and Tech Services
JP3166830004,FFRI SECURITY IN,3692 JP Equity,"934,603,530,401",Software and Tech Services
CNE100001B15,WUXI HODGEN TE-A,300279 CH Equity,"2,608,256,280,938",Software and Tech Services
JP3630000002,TOBILA SYSTEMS I,4441 JP Equity,"499,290,183,992",Software and Tech Services
INE943D01017,MPS LTD,MPS IN Equity,"3,789,296,721,771",Software and Tech Services
JP3400090001,SMARTVALUE CO LT,9417 JP Equity,"249,582,516,111",Software and Tech Services
JP3758230001,NEOJAPAN INC,3921 JP Equity,"1,442,766,414,495",Software and Tech Services
FR0004031763,COHERIS SA,COH FP Equity,"359,495,657,047",Software and Tech Services
KR7258790005,SOFTCAMP CO LTD,258790 KS Equity,"200,805,080,788",Software and Tech Services
GB0008808825,GRESHAM TECHNOLO,GHT LN Equity,"1,609,900,065,378",Software and Tech Services
CNE1000043G7,ZHEJIANG RISUN-A,688215 CH Equity,"1,206,537,779,023",Software and Tech Services
IL0011699456,HIGHCON SYSTEMS,HICN IT Equity,"67,814,700,663",Software and Tech Services
ID1000194707,ITSEC ASIA TBK P,CYBR IJ Equity,"141,206,687,214",Software and Tech Services
AU000000PRO6,PROPHECY INTL,PRO AU Equity,"40,036,331,372",Software and Tech Services
JP3399350002,STMN INC,4019 JP Equity,"294,990,193,331",Software and Tech Services
CNE0000000Y2,SHENZHEN GUO-A,000004 CH Equity,"1,636,452,787,896",Software and Tech Services
IT0001498481,FIDIA SPA,FDA IM Equity,"207,862,146,259",Software and Tech Services
CA77929Q4051,ROUTE1 INC,ROI CN Equity,"7,247,118,707",Software and Tech Services
KR7069410009,NTELS CO LTD,069410 KS Equity,"302,220,976,931",Software and Tech Services
KR7232830000,SECUCEN CO LTD,232830 KS Equity,"162,433,921,733",Software and Tech Services
NO0012861667,ARRIBATEC GROUP,ARR NO Equity,"267,161,669,936",Software and Tech Services
SE0006219473,ADVENICA AB,ADVE SS Equity,"44,948,164,752",Software and Tech Services
GB00BNG7CD28,FINSETA PLC,FIN LN Equity,"210,343,700,383",Software and Tech Services
JP3436000008,SOPHIA HOLDINGS,6942 JP Equity,"26,143,550,948",Software and Tech Services
CA5730741017,MARTELLO TECHNOL,MTLO CN Equity,"5,563,164,285",Software and Tech Services
CNE100004YR1,BEIJING DATAWA-A,301169 CH Equity,"262,240,590,268",Software and Tech Services
JP3921150003,MEDIA FIVE CO,3824 JP Equity,"3,496,478,939",Software and Tech Services
KR7197140007,DIGICAP CO LTD,197140 KS Equity,"247,556,738,582",Software and Tech Services
CNE100000VR5,TONGDING INTER-A,002491 CH Equity,"5,452,899,971,981",Software and Tech Services
KR7434480000,MONITORAPP CO LT,434480 KS Equity,"389,530,213,879",Software and Tech Services
JP3436140002,SOFTMAX CO LTD/J,3671 JP Equity,"278,660,689,269",Software and Tech Services
TREFONT00010,FONET BILGI TEKN,FONET TI Equity,"706,122,163,071",Software and Tech Services
AU0000189664,XPON TECHNOLOGIE,XPN AU Equity,"3,603,903,988",Software and Tech Services
JP3273830004,GFA CO LTD,8783 JP Equity,"231,594,284,113",Software and Tech Services
IT0005433765,VANTEA SMART SPA,VNT IM Equity,"246,114,691,323",Software and Tech Services
US3061372096,FALCONSTOR SOFTW,FALC US Equity,"113,748,015,317",Software and Tech Services
GRS396003006,QUALITY AND RELI,QUAL GA Equity,"342,520,780,798",Software and Tech Services
CNE1000010B7,BEIJING JETSEN-A,300182 CH Equity,"12,973,288,502,849",Software and Tech Services
TW0006870009,TURN CLOUD,6870 TT Equity,"1,219,790,791,071",Software and Tech Services
FR0000064297,INNELEC MULTIMED,ALINN FP Equity,"147,656,673,204",Software and Tech Services
JP3274310006,GLOBALWAY,3936 JP Equity,"27,944,615,672",Software and Tech Services
KR7033130006,DIGITAL CHOSUN,033130 KS Equity,"460,456,710,563",Software and Tech Services
NGCHAMS00001,CHAMS PLC,CHAMS NL Equity,"67,008,405,716",Software and Tech Services
JP3161700004,S&J CORP,5599 JP Equity,"330,071,915,569",Software and Tech Services
KYG470811079,IDREAMSKY TECHNO,1119 HK Equity,"5,501,653,124,124",Software and Tech Services
SG1BD0000008,DIGILIFE TECHNOL,I2I SP Equity,"121,590,548,239",Software and Tech Services
DE000A2E4SV8,CYAN AG,CYR GR Equity,"473,866,629,308",Software and Tech Services
JP3969550007,RVH INC,6786 JP Equity,"98,626,132,437",Software and Tech Services
AU000000UBN2,URBANISE.COM LTD,UBN AU Equity,"15,156,626,506",Software and Tech Services
KYG477243003,INFOBIRD CO LTD,IFBD US Equity,"3,716,241,711",Software and Tech Services
JP3273790000,GOODPATCH INC,7351 JP Equity,"236,849,724,479",Software and Tech Services
JP3507650004,CHIERU CO LTD,3933 JP Equity,"262,576,818,904",Software and Tech Services
AU000000DSE1,DROPSUITE LTD,DSE AU Equity,"1,180,909,685,253",Software and Tech Services
KR7290560002,SINSIWAY CO LTD,290560 KS Equity,"211,561,595,218",Software and Tech Services
CNE100005CF9,BEIJING CTJ IN-A,301153 CH Equity,"12,747,548,332,866",Software and Tech Services
CNE100003QS7,BEIJING ZUOJIA-A,300799 CH Equity,"909,898,197,441",Software and Tech Services
KR7373200005,XPLUS INC,373200 KS Equity,"789,816,942,187",Software and Tech Services
SE0001606906,DIADROM,DIAH SS Equity,"63,376,202,484",Software and Tech Services
JP3371670005,THINCA CO LTD,149A JP Equity,"159,602,129,448",Software and Tech Services
JP3167800006,ZUKEN ELMIC INC,4770 JP Equity,"156,010,086,859",Software and Tech Services
JP3205750007,CAULIS INC,153A JP Equity,"841,612,963,482",Software and Tech Services
US37892C1062,GLIMPSE GROUP IN,VRAR US Equity,"169,498,458,952",Software and Tech Services
US4005101039,GRYPHON DIGITAL,GRYP US Equity,"418,140,468,852",Software and Tech Services
JP3212250009,CACCO INC,4166 JP Equity,"122,347,996,638",Software and Tech Services
JP3420960001,SECUAVAIL INC,3042 JP Equity,"13,679,555,431",Software and Tech Services
SE0015812573,NGENIC AB,NGENIC SS Equity,"20,187,073,877",Software and Tech Services
KR7357880004,BITNINE CO LTD,357880 KS Equity,"180,073,783,506",Software and Tech Services
KR7347860009,ALCHERA INC,347860 KS Equity,"270,657,513,776",Software and Tech Services
KR7049130008,HAURI INC,049130 KF Equity,"113,094,237,415",Software and Tech Services
VGG3338A1158,CLOUDIFIED HOLDI,CHL LN Equity,"1,399,719,809",Software and Tech Services
CA23809L1085,DATAMETREX AI LT,DM CN Equity,"46,850,378,257",Software and Tech Services
JP3832320000,PRIME STRATEGY C,5250 JP Equity,"234,698,795,181",Software and Tech Services
KR7275630002,SSR INC/KOREA,275630 KS Equity,"140,848,977,305",Software and Tech Services
JP3297390001,COCOLIVE INC,137A JP Equity,"272,995,236,761",Software and Tech Services
TW0008298001,HENIE NETWORKS,8298 TT Equity,16548519.66,Software and Tech Services
KR7199150004,DATA STREAMS COR,199150 KS Equity,"112,123,844,214",Software and Tech Services
DK0061549052,MAPSPEOPLE A/S,MAPS DC Equity,"247,918,184,365",Software and Tech Services
JP3730900002,NIPPON TECHNO LA,3849 JP Equity,"70,439,992,528",Software and Tech Services
KYG610821061,PRIME INTELLIGEN,8379 HK Equity,"10,524,703,465",Software and Tech Services
JP3130230000,E-GUARDIAN INC,6050 JP Equity,"1,384,001,120,762",Software and Tech Services
US46121E3045,INTRUSION INC,INTZ US Equity,"53,361,258,989",Software and Tech Services
GB00B54X0432,CORERO NETWORK S,CNS LN Equity,"886,930,045,764",Software and Tech Services
US23804G4010,DATA443 RISK MIT,ATDS US Equity,"5,731,465,396",Software and Tech Services
KR7304100001,SALTLUX INC,304100 KS Equity,"1,567,030,914,355",Software and Tech Services
AU000000FCT8,FIRSTWAVE CLOUD,FCT AU Equity,"127,525,917,624",Software and Tech Services
ZAE000067344,ISA HOLDINGS LTD,ISA SJ Equity,"159,608,667,227",Software and Tech Services
MYQ0154OO003,EA HOLDINGS,EAHB MK Equity,"63,872,606,706",Software and Tech Services
KYG0132C1078,AHSAY BACKUP SOF,8290 HK Equity,"50,231,343,981",Software and Tech Services
KYG5264Y1089,KINGSOFT CORP,3888 HK Equity,"3,699,794,526,945",Software and Tech Services
GB00BNG2LT65,CROSSWORD CYBERS,CCS PZ Equity,"86,933,688,241",Software and Tech Services
JP3346170008,COMPUTER INSTITU,4826 JP Equity,"1,813,458,485,103",Software and Tech Services
AU0000003DP6,POINTERRA LTD,3DP AU Equity,"165,106,939,385",Software and Tech Services
IL0011696890,GENCELL LTD,GNCL IT Equity,"20,701,597,086",Software and Tech Services
JP3161350008,EXCITE HOLDINGS,5571 JP Equity,"272,362,940,133",Software and Tech Services
AU000000SNS0,SENSEN NETWORKS,SNS AU Equity,"106,209,956,103",Software and Tech Services
AU0000295693,EXCITE TECHNOLOG,EXT AU Equity,"66,666,386,476",Software and Tech Services
KYG5139B1014,JIU RONG HOLD,2358 HK Equity,"130,888,203,979",Software and Tech Services
KR7456010008,ICTK CO LTD/NEW,456010 KS Equity,"900,558,513,122",Software and Tech Services
KYG8985W1042,TRADEGO FINTECH,8017 HK Equity,"186,573,269,823",Software and Tech Services
US98423K1088,XTI AEROSPACE IN,XTIA US Equity,"51,302,138,788",Software and Tech Services
AU0000113458,SOVEREIGN CLOUD,SOV AU Equity,"299,862,706,641",Software and Tech Services
CNE000001PT2,ZHEJIANG NET -A,002095 CH Equity,"4,059,335,014,477",Software and Tech Services
JP3268870007,KLAB INC,3656 JP Equity,"622,920,519,286",Software and Tech Services
CNE100001C71,SINODATA CO LT-A,002657 CH Equity,"5,117,465,209,676",Software and Tech Services
GB00BDFDLT01,I-NEXUS GLOBAL P,INX LN Equity,"9,610,254,973",Software and Tech Services
TW0006565005,THROUGHTEK,6565 TT Equity,"230,665,919,492",Software and Tech Services
AU0000095721,DUG TECHNOLOGY L,DUG AU Equity,"2,004,072,102,363",Software and Tech Services
TW0006868003,ISCOM ONLINE INT,6868 TT Equity,"349,954,235,547",Software and Tech Services
INE011R01013,ATISHAY LTD,ATISHAY IN Equity,"135,802,745,867",Software and Tech Services
KR7000390005,SAMHWA PAINTS IN,000390 KS Equity,"1,463,920,799,477",Software and Tech Services
JP3101100000,IK HOLDINGS,2722 JP Equity,"193,188,568,226",Software and Tech Services
CA2798741013,EDGE TOTAL INTEL,CTRL CN Equity,"87,375,361,913",Software and Tech Services
GB00BYZQM590,CORDEL GROUP PLC,CRDL LN Equity,"106,085,738,302",Software and Tech Services
GB0033600353,GOOD ENERGY GROU,GOOD LN Equity,"547,114,037,546",Software and Tech Services
JP3147900009,INNOVATION INC,3970 JP Equity,"203,385,635,566",Software and Tech Services
GB00BKT6VH21,SHEARWATER GROUP,SWG LN Equity,"111,219,762,772",Software and Tech Services
KR7093230001,E INVESTMENT&DEV,093230 KS Equity,"2,384,935,089,194",Software and Tech Services
GRS802003004,NEUROSOFT,NRST IM Equity,"159,978,518,726",Software and Tech Services
KR7217880004,TILON CO LTD,217880 KS Equity,"193,629,401,326",Software and Tech Services
SE0015950308,FREJA EID GROUP,FREJA SS Equity,"149,248,155,412",Software and Tech Services
DK0010270347,NORTH MEDIA AS,NORTHM DC Equity,"1,555,020,080,321",Software and Tech Services
TREFRTE00012,FORTE BILGI ILET,FORTE TI Equity,"991,342,112,637",Software and Tech Services
ID1000140908,M CASH INTEGRASI,MCAS IJ Equity,"408,255,346,969",Software and Tech Services
GB00BYYX6C66,CERILLION PLC,CER LN Equity,"5,575,109,741,291",Software and Tech Services
MYQ0005OO007,UCREST BHD,UC MK Equity,"190,960,119,548",Software and Tech Services
KR7372800003,ITEYES INC,372800 KS Equity,"209,052,022,042",Software and Tech Services
KR7307870006,B2EN CO LTD,307870 KS Equity,"523,454,749,229",Software and Tech Services
KR7060850005,YOUNGLIMWON SOFT,060850 KS Equity,"48,246,567,666",Software and Tech Services
KR7065370009,WISE ITECH,065370 KS Equity,"299,883,253,946",Software and Tech Services
DK0062268686,SPARK TECHNOLOGY,SPARK DC Equity,"103,879,704,866",Software and Tech Services
JP3266220007,KUDAN INC,4425 JP Equity,"1,207,154,198,188",Software and Tech Services
DK0061113511,KONSOLIDATOR A/S,KONSOL DC Equity,"110,589,334,081",Software and Tech Services
MYL03036O000,REDPLANET BHD,RPLANET MK Equity,"94,428,878,304",Software and Tech Services
US8307191002,SKKYNET CLOUD SY,SKKY US Equity,"272,990,566,919",Software and Tech Services
KR7041460007,KOREA ELECTRONIC,041460 KS Equity,"511,870,738,769",Software and Tech Services
NZVGLE0003S1,VISTA GROUP INTE,VGL NZ Equity,311185205.9,Software and Tech Services
TW0007547B12,INTUMIT INC,7547 TT Equity,"390,686,466,797",Software and Tech Services
KR7089530000,AT SEMICON CO LT,089530 KS Equity,"292,082,749,603",Software and Tech Services
KR7418250007,SECULETTER CO LT,418250 KS Equity,"352,107,032,782",Software and Tech Services
KYG6528R1039,NEXION TECHNOLOG,8420 HK Equity,"21,234,986,457",Software and Tech Services
SE0011311554,DIVIO TECHNOLOGI,DIVIOB SS Equity,"21,322,592,696",Software and Tech Services
AU000000DDT1,DATADOT TECHNOLO,DDT AU Equity,"22,576,818,904",Software and Tech Services
INE0IA701014,VIVO COLLABORATI,VIVOCO IN Equity,"16,916,316,429",Software and Tech Services
AU000000WHK1,WHITEHAWK LTD,WHK AU Equity,"34,489,399,458",Software and Tech Services
JP3167410004,MKSYSTEM CORP,3910 JP Equity,"11,233,492,108",Software and Tech Services
INE029B01019,COSYN LTD,COSYN IN Equity,"34,630,148,501",Software and Tech Services
JP3977010002,SINOPS INC,4428 JP Equity,"41,201,923,975",Software and Tech Services
AU000000YOJ5,YOJEE LTD,YOJ AU Equity,"71,300,924,629",Software and Tech Services
JP3161220003,ECOMIC CO LTD,3802 JP Equity,"118,681,236,574",Software and Tech Services
KR7221800006,U2BIO CO LTD,221800 KS Equity,"278,996,917,904",Software and Tech Services
JP3802950000,FIXSTARS CORP,3687 JP Equity,"3,859,783,319,324",Software and Tech Services
SE0019763988,EYEONID GROUP AB,EOID SS Equity,"387,922,854,208",Software and Tech Services
CA60743X1033,MOBILUM TECHNOLO,MBLM CN Equity,"24,264,406,463",Software and Tech Services
JP3386730000,GEOCODE CO LTD,7357 JP Equity,"113,988,045,204",Software and Tech Services
SG1CF2000009,SECURA GROUP LTD,SCRG SP Equity,"156,877,743,532",Software and Tech Services
BMG0031W1477,ABC MULTIACTIVE,8131 HK Equity,"63,166,246,381",Software and Tech Services
MYL03046O009,DYNAFRONT HOLDIN,DYNAFNT MK Equity,"203,148,407,584",Software and Tech Services
SGXE73993458,OIO HOLDINGS LTD,OIO SP Equity,"58,197,440,926",Software and Tech Services
ID1000188105,ERA DIGITAL MEDI,AWAN IJ Equity,"705,051,835,248",Software and Tech Services
KYG824001054,SMIT HOLDINGS LT,2239 HK Equity,"361,410,292,332",Software and Tech Services
TW0003025003,LOOP TELECOM,3025 TT Equity,"1,204,725,880,265",Software and Tech Services
DK0061076130,SELUXIT A/S,SLXIT DC Equity,"31,530,867,657",Software and Tech Services
CH1276062754,WISEKEY INT HOLD,WIHN SW Equity,"432,404,034,744",Software and Tech Services
US4402713022,HOPTO INC,HPTO US Equity,"63,803,306,248",Software and Tech Services
CA55069Q1046,LUXXFOLIO HOLDIN,LUXX CN Equity,"8,872,896,236",Software and Tech Services
CNE100002R57,SHANGHAI ATHUB-A,603881 CH Equity,"998,505,650,509",Software and Tech Services
NZENSE0001S2,ENPRISE GROUP LI,ENS NZ Equity,"58,996,264,126",Software and Tech Services
INE00WS01056,GLOBESECURE TECH,GBSTL IN Equity,"42,821,145,045",Software and Tech Services
GB00BMH18M70,NARF INDUSTRIES,NARF LN Equity,"230,676,193,145",Software and Tech Services
KR7169330008,MACROMILL EMBRAI,169330 KS Equity,"29,756,981,414",Software and Tech Services
KR7109070003,JOOSUNG CORP,109070 KS Equity,"1,458,307,649,201",Software and Tech Services
MYQ0253OO003,INFOLINE TEC GRO,INFOTEC MK Equity,"697,619,314,467",Software and Tech Services
CA45168X1006,IDENTILLECT TECH,ID CN Equity,"10,040,347,436",Software and Tech Services
KYG0567U1013,ARQIT QUANTUM IN,ARQQ US Equity,"493,884,374,708",Software and Tech Services
JP3758240000,NEXTONE INC,7094 JP Equity,"811,358,924,068",Software and Tech Services
JP3564600009,TOKAI SENKO KK,3577 JP Equity,"174,809,937,424",Software and Tech Services
KR7049470008,SGA CO LTD,049470 KS Equity,"194,257,962,081",Software and Tech Services
TW0005205009,FAST TECH INC,5205 TT Equity,"96,322,966,284",Software and Tech Services
BD0644IOL003,INTECH LTD,INTECH BD Equity,"51,286,167,928",Software and Tech Services
JP3765220003,HYPER INC,3054 JP Equity,"187,443,728,402",Software and Tech Services
CNE100000122,NANDASOFT-H,8045 HK Equity,"99,292,985,897",Software and Tech Services
JP3765120005,HARD OFF CORP,2674 JP Equity,"1,674,297,188,755",Software and Tech Services
JP3713400004,SUNNEXTA GROUP I,8945 JP Equity,"670,992,808,443",Software and Tech Services
CNE0000006Q5,KINGLAND TECHN-A,000711 CH Equity,"6,424,656,766,601",Software and Tech Services
